ID,RA,DEC,CLASS_STAR,ELLIPTICITY,ELONGATION,FLUX_RADIUS,FWHM,ISOarea,KRON_RADIUS,MU_MAX,A,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,g_auto,e_g_auto,J0515_auto,e_J0515_auto,r_auto,e_r_auto,r_aper_6,r_petro,J0660_auto,e_J0660_auto,i_auto,e_i_auto,J0861_auto,e_J0861_auto,z_auto,e_z_auto,Label
iDR3.SPLUS-s26s32.000131,49.716562973816,-34.26238828525778,0.9711708,0.10476768,1.1170285,"[0.7216645,1.3362937,1.8914449,3.2054715]",2.0905442,22.0,3.9516711,15.540227,1.4354609,99.0,21.322935,99.0,21.004707,99.0,20.218988,99.0,20.354605,99.0,20.543228,20.85587,0.20693055,20.441826,0.47201163,19.687881,0.05853145,19.712435,19.69456,19.760836,0.06932734,19.248821,0.050684802,19.150936,0.097824626,18.935614,0.0664129,1
iDR3.SPLUS-s26s32.023776,50.04852107189672,-33.54127569243947,0.96914446,0.10026258,1.1114354,"[0.68707305,1.2848952,1.8302373,3.07764]",1.912849,22.0,3.9382966,15.346836,1.3878978,20.955593,0.24869208,21.62249,0.70946383,19.921114,0.24044906,20.005024,0.24530295,20.064629,0.24741872,19.969578,0.08862073,19.600063,0.21155506,19.477829,0.04755156,19.484438,19.450834,19.553316,0.05646213,19.18856,0.045559116,19.38872,0.11443505,19.183249,0.07840827,1
iDR3.SPLUS-s26s32.000355,49.63939891743205,-34.254798416119826,0.97584087,0.09728402,1.107768,"[0.7481845,1.3834609,1.9580815,3.3424387]",2.1967177,20.0,4.0308056,15.427848,1.4123244,21.40078,0.36317965,99.0,21.004707,20.578903,0.42386755,20.936348,0.59675366,20.821861,0.5136374,19.966364,0.092148066,20.424921,0.46239203,19.429718,0.046413273,19.421566,19.447306,19.518482,0.05575199,19.362688,0.05579186,19.14194,0.096538045,19.265245,0.08895665,1
iDR3.SPLUS-s26s32.000552,49.902719532202845,-34.25010148034958,0.96374315,0.08739233,1.0957611,"[0.6955797,1.2352575,1.7616041,2.7586055]",2.0536852,18.0,3.875642,15.648717,1.3599594,99.0,21.322935,23.744062,4.5463977,99.0,20.218988,21.23795,0.7323377,22.605124,2.4513419,23.321331,1.834938,21.440752,1.0864577,20.579782,0.12154706,20.623241,20.566927,20.100992,0.08780756,19.243118,0.047141537,18.618057,0.056912113,18.591475,0.045537923,1
iDR3.SPLUS-s26s32.000883,50.07904796009132,-34.24202469580401,0.9747726,0.06679952,1.0715811,"[0.72860605,1.3317076,1.9122685,3.1449955]",2.0040593,15.0,4.6747484,15.879349,1.3073155,21.318523,0.36891085,99.0,21.004707,22.674534,3.1605756,21.392296,0.98901516,20.9879,0.65248793,20.76986,0.20762599,22.198692,2.5525336,19.99354,0.08355504,20.020475,20.008568,20.050398,0.097517,19.629436,0.07707231,19.606565,0.1604367,19.457962,0.11590953,1
iDR3.SPLUS-s26s32.024548,50.82120210538815,-33.517765281507955,0.95524937,0.08874971,1.0973933,"[0.7121586,1.338558,2.0047746,3.5592926]",2.0137157,16.0,4.4255466,15.843444,1.288702,20.962393,0.24981366,22.520208,1.6134372,21.569038,1.0716224,22.600487,2.7439046,21.457758,0.91824365,20.333757,0.12816025,20.392298,0.4487035,19.889215,0.06958704,19.874447,20.022852,19.913729,0.07893859,19.805008,0.082054555,20.025822,0.21198916,19.78982,0.14149597,1
iDR3.SPLUS-s26s32.000930,50.71685681602832,-34.23910213802541,0.9524751,0.14222485,1.1658067,"[0.70445997,1.2903795,1.8147775,3.2852025]",2.1606328,18.0,4.0731025,15.461002,1.4950444,23.403814,2.3834753,23.081978,2.7592907,22.360096,2.259315,99.0,20.354605,21.09281,0.69819903,21.915207,0.5752351,21.38605,1.1775815,20.272303,0.10181312,20.248312,20.253819,19.745937,0.07058345,19.143684,0.04794084,18.68589,0.0675439,18.602962,0.051545486,1
iDR3.SPLUS-s26s32.025148,50.65490422572666,-33.50174131944557,0.9286606,0.18732136,1.2304987,"[0.8007632,1.5402333,2.2357476,4.24374]",2.3451598,18.0,4.5791717,15.9851675,1.5761998,22.030457,0.78941464,21.475119,0.7381961,22.046757,1.9814332,20.717945,0.57386994,21.321213,0.95258504,21.960348,0.66386944,20.197765,0.44067964,19.95187,0.08677785,20.005404,19.971476,19.624205,0.07179759,19.393208,0.06654246,19.21228,0.11935333,19.08033,0.08748295,1
iDR3.SPLUS-s26s32.025201,50.58797499698095,-33.50069324514818,0.91030544,0.11886829,1.1349041,"[0.74424726,1.4803272,2.2738526,4.1208825]",1.9629283,11.0,4.70989,16.10267,1.3571392,21.862778,0.6391877,21.957561,1.0846274,20.493982,0.45199406,20.65667,0.51258063,21.17454,0.7863818,20.55509,0.17346661,20.4409,0.5194625,20.224367,0.10494507,20.251488,20.230799,20.14321,0.10815004,20.077888,0.116799176,19.929375,0.21633494,19.914286,0.17669272,1
iDR3.SPLUS-s26s32.025256,50.40069835395951,-33.49991351606168,0.96054494,0.20789576,1.2624601,"[0.7034302,1.2939199,1.9135759,3.3017852]",1.9565972,18.0,4.7468963,15.648807,1.4959393,21.676954,0.5813832,21.139833,0.5531565,22.34578,2.655782,20.647133,0.5383252,19.744593,0.22639626,20.012259,0.1122751,19.616709,0.2610155,19.777567,0.07496353,19.79413,19.774578,19.837103,0.087703414,19.645676,0.083657704,19.525745,0.15879369,19.60414,0.14111309,1
