ID,RA,DEC,CLASS_STAR,ELLIPTICITY,ELONGATION,FLUX_RADIUS,FWHM,ISOarea,KRON_RADIUS,MU_MAX,A,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,g_auto,e_g_auto,J0515_auto,e_J0515_auto,r_auto,e_r_auto,r_aper_6,r_petro,J0660_auto,e_J0660_auto,i_auto,e_i_auto,J0861_auto,e_J0861_auto,z_auto,e_z_auto,Label
iDR3.SPLUS-s26s32.024082,49.5426850314115,-33.550820805239,0.9956165,0.045849323,1.0480524,"[0.8942382,1.6375245,2.3751667,4.6741633]",4.247931,1255.0,2.391447,9.397867,3.7088566,14.445994,0.0023852852,14.085555,0.0028868127,13.950687,0.003882402,13.524752,0.0027587388,13.442094,0.0025570171,13.158975,0.0009748808,13.046992,0.0029537275,12.893389,0.0007516283,12.974787,12.87887,12.82309,0.0008389953,12.8414755,0.00075935974,12.675154,0.0012014789,12.769518,0.00090434466,2
iDR3.SPLUS-s26s32.024424,50.662829025087504,-33.543183338171204,0.99649394,0.0667541,1.0715289,"[0.94116294,1.6894847,2.4730897,4.950643]",8.186198,1447.0,2.3607123,9.264915,3.9790735,14.262556,0.0021766392,13.915579,0.0026555986,13.749448,0.003511189,13.287632,0.0024536706,13.212629,0.0022849096,12.892142,0.0008576695,12.780031,0.0025987227,12.65146,0.0006681566,12.748259,12.639605,12.556088,0.00073726586,12.623683,0.00068106735,12.389011,0.0010387151,12.532284,0.0007988167,2
iDR3.SPLUS-s26s32.026513,50.40923335780674,-33.489163024738104,0.9981904,0.047475636,1.0498419,"[0.95302206,1.7217008,2.4770312,4.9380054]",3.9241164,1393.0,2.4278724,9.301614,3.8179264,14.561725,0.0025955716,14.267255,0.0032471286,14.050648,0.004182909,13.540289,0.0028096377,13.44101,0.0025801717,13.015741,0.00091491477,12.913038,0.002784904,12.6680565,0.0006794912,12.765391,12.638489,12.532493,0.0007354635,12.566809,0.00066492957,12.354966,0.0010250533,12.4611225,0.0007723472,2
iDR3.SPLUS-s26s32.002864,50.77385699621582,-34.19628271629271,0.84187686,0.038826764,1.0403951,"[0.7692573,1.4594843,2.1678178,4.231207]",1.9915729,672.0,2.5488284,9.995349,3.078724,15.770205,0.0048617795,15.445576,0.0059170583,15.277526,0.007865999,14.703993,0.005237641,14.605656,0.0047768587,14.27219,0.0017222578,14.133967,0.005141421,13.836936,0.0011766171,13.899526,13.846451,13.824268,0.0013477538,13.705018,0.0011642466,13.686827,0.0020248855,13.67004,0.0014597095,2
iDR3.SPLUS-s26s32.027718,50.42496242258727,-33.43881294726759,0.99838895,0.0344882,1.0357201,"[0.8041971,1.4731627,2.2330642,4.3212347]",0.09522855,931.0,2.4786944,9.426677,3.244436,14.984059,0.0031898632,14.652158,0.003903936,14.493083,0.0051932656,14.068633,0.0036465998,13.99834,0.0033953232,13.656332,0.0012451916,13.554871,0.0037919863,13.256768,0.0008971124,13.321219,13.2310505,13.223338,0.0010189041,13.182733,0.00089360826,13.112618,0.0014868877,13.121906,0.0010742648,2
iDR3.SPLUS-s26s32.027790,50.599260687190885,-33.43853315955145,0.98555166,0.0011126995,1.001114,"[0.75327307,1.4128083,2.1035686,4.1249824]",2.321234,704.0,2.5288682,9.793735,3.000148,15.539263,0.004279402,15.17831,0.0051186197,15.027778,0.0068616997,14.562983,0.004728714,14.475997,0.004349914,14.159327,0.0015955819,14.057385,0.0048567257,13.763929,0.0011374276,13.819372,13.761283,13.754487,0.0013054912,13.65181,0.0011222016,13.653788,0.0019568282,13.633804,0.001404497,2
iDR3.SPLUS-s26s32.003606,49.22751578751022,-34.178681554655824,0.992712,0.035030007,1.0363016,"[0.8868859,1.6131774,2.38151,4.6183786]",7.895813,1158.0,2.466066,9.386998,3.4834886,15.801035,0.0051025315,15.549018,0.006476571,15.2095375,0.007741206,14.496068,0.004791301,14.3050585,0.0041426667,13.725125,0.001317728,13.62517,0.0040154615,12.97491,0.0007833423,13.055867,12.954798,12.852502,0.0008526366,12.715839,0.00072167395,12.466076,0.0010876667,12.494169,0.0007869822,2
iDR3.SPLUS-s26s32.003662,49.37371027280255,-34.1807499668209,0.99839234,0.055680335,1.0589634,"[0.9120952,1.6502714,2.378667,4.6942124]",4.1732473,1252.0,2.3717058,9.381748,3.7593734,15.452384,0.004157754,15.1505165,0.0051357085,14.855369,0.0063216817,14.146651,0.003926486,13.988022,0.0034743834,13.448463,0.0011439847,13.312383,0.0034233213,12.847975,0.0007351876,12.933922,12.828109,12.767496,0.0008168322,12.67574,0.00070723426,12.472001,0.0010934853,12.503405,0.0007931146,2
iDR3.SPLUS-s26s32.003973,49.433044063617,-34.168986167039115,0.9469444,0.048615515,1.0510998,"[0.82065266,1.5502592,2.2811844,4.4285192]",3.7807548,961.0,2.4609084,9.488777,3.355318,14.961679,0.0030626317,14.549913,0.003589824,14.395495,0.0047843945,13.933853,0.0034212628,13.852639,0.0031686032,13.566372,0.0011985012,13.45001,0.0036225393,13.186069,0.00086069445,13.256996,13.175685,13.177583,0.000989581,13.088562,0.00085855165,13.03481,0.0014401001,13.025694,0.0010297367,2
iDR3.SPLUS-s26s32.004480,49.78769814801943,-34.16266589491529,0.9941694,0.101985395,1.1135676,"[0.9344019,1.6946368,2.4379244,4.831854]",4.313191,1357.0,2.3773873,9.231057,3.9173508,14.346961,0.002213506,14.060322,0.002788522,13.916287,0.0037308994,13.406257,0.002588831,13.343175,0.0024252152,12.977184,0.000889235,12.872999,0.0027048767,12.66834,0.0006706972,12.761325,12.661637,12.607457,0.00075254316,12.577671,0.0006660683,12.368066,0.0010295148,12.483225,0.00077881746,2
iDR3.SPLUS-s26s32.028753,50.36119799101847,-33.412035692258875,0.90702426,0.015901804,1.0161587,"[0.7651193,1.4435823,2.1576738,4.2715807]",2.5842974,830.0,2.496026,9.663581,3.1544192,16.393072,0.007686413,16.071306,0.009255743,15.742111,0.011094531,15.046631,0.006418427,14.826367,0.0054155104,14.205963,0.0016537528,14.062497,0.0049238876,13.498193,0.0010097483,13.561545,13.474587,13.417478,0.0011196668,13.269233,0.0009326505,13.166112,0.001527319,13.163612,0.0010972824,2
iDR3.SPLUS-s26s32.005111,50.03098736879597,-34.130579216930386,0.9003863,0.05836445,1.0619819,"[0.74485487,1.4152148,2.079777,4.0817533]",2.069969,681.0,2.4998596,9.911159,3.1020207,16.178442,0.0062313587,15.960682,0.0080767,15.606255,0.009547357,14.998095,0.006094164,14.85241,0.005390639,14.383223,0.0017922504,14.262002,0.0053985897,13.83618,0.0011785507,13.89219,13.834391,13.797095,0.001332506,13.657922,0.0011287065,13.632285,0.0019440701,13.60041,0.0013855877,2
iDR3.SPLUS-s26s32.005411,50.097948342877054,-34.12122441887673,0.98736554,0.039058387,1.040646,"[0.74550116,1.4278526,2.0960035,4.0995708]",2.165427,766.0,2.511866,9.65213,3.062094,15.7771635,0.004825214,15.489737,0.006010713,15.181774,0.0073410496,14.620173,0.0048755733,14.490698,0.0043768347,14.08655,0.0015334542,13.966515,0.00462426,13.596059,0.0010455268,13.652054,13.593386,13.579678,0.0011966005,13.454771,0.0010167051,13.443197,0.0017564406,13.423166,0.001254753,2
iDR3.SPLUS-s26s32.005505,50.8319370098878,-34.124595159142324,0.9086398,0.02178812,1.0222734,"[0.776484,1.4972614,2.1925383,4.2799325]",2.239669,908.0,2.4328618,9.5644655,3.2691333,15.559384,0.0042885966,15.219925,0.0051875156,15.03336,0.006811817,14.382581,0.0043700817,14.290112,0.004009826,13.859896,0.0013901998,13.702892,0.0041140546,13.349036,0.00092509243,13.416415,13.351213,13.281768,0.0010333017,13.1354,0.0008729334,13.082823,0.0014708157,13.069271,0.001049239,2
iDR3.SPLUS-s26s32.005649,49.41150539667234,-34.12051510898629,0.9944947,0.016145706,1.0164107,"[0.8702455,1.6176977,2.3406274,4.5593543]",19.78889,1076.0,2.5198493,9.404185,3.3252249,15.5262785,0.004308401,15.31699,0.0056284773,15.010927,0.006879711,14.296197,0.004211248,14.130918,0.0037093193,13.6021,0.0012248214,13.507925,0.0037436693,12.993157,0.00078514044,13.072001,12.987438,12.912356,0.00087199174,12.806717,0.0007484766,12.632035,0.0011766908,12.644381,0.0008461478,2
iDR3.SPLUS-s26s32.005760,49.42090018005397,-34.10908397845246,0.9986124,0.10408437,1.1161765,"[0.79091585,1.484712,2.2193372,4.3133645]",3.3003585,761.0,2.4866223,9.773381,3.3499336,16.352562,0.0072449315,16.155674,0.009505524,15.767562,0.010944676,15.06255,0.006566873,14.88339,0.005671711,14.331854,0.0017844244,14.24058,0.005461676,13.687803,0.0011023206,13.756667,13.680916,13.635123,0.001238049,13.465882,0.001038297,13.407526,0.0017502288,13.369316,0.0012404746,2
iDR3.SPLUS-s26s32.030034,49.37557405050868,-33.37364973687517,0.99863195,0.10877168,1.122047,"[0.92913145,1.7206463,2.4692824,4.8178453]",22.43769,1396.0,2.4090192,9.304717,3.960839,14.175367,0.0020448586,13.802943,0.002465934,13.653792,0.0032870786,13.243638,0.0023988613,13.156701,0.0022211205,12.911536,0.0008667339,12.800005,0.0026269576,12.698132,0.00068188465,12.786592,12.690572,12.641558,0.00076652557,12.679814,0.0007048596,12.496209,0.0011018193,12.594597,0.0008290597,2
