ID,RA,DEC,CLASS_STAR,ELLIPTICITY,ELONGATION,FLUX_RADIUS,FWHM,ISOarea,KRON_RADIUS,MU_MAX,A,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,g_auto,e_g_auto,J0515_auto,e_J0515_auto,r_auto,e_r_auto,r_aper_6,r_petro,J0660_auto,e_J0660_auto,i_auto,e_i_auto,J0861_auto,e_J0861_auto,z_auto,e_z_auto,Label,P(Group_6)
iDR3.SPLUS-s25s32.033347,49.19546031732959,-31.960332121229477,0.45382878,0.27866626,1.3863208,"[1.2329845,2.2952483,3.8313973,6.363037]",6.0601487,2.0,6.824267,18.47685,1.196547,23.388649,2.2281947,24.056948,6.7512946,21.955732,1.6629494,21.25348,0.78401095,21.50246,0.96487826,99.0,21.97403,21.707634,0.8888872,21.64568,0.33538896,21.940866,21.810545,21.215908,0.2326282,21.239594,0.3089119,21.156315,0.61913913,20.510565,0.28496504,6,0.7506587266693812
iDR3.SPLUS-s25s32.033381,48.72405145517976,-31.95773800418413,0.35501325,0.3015043,1.4316481,"[1.3505952,2.5392382,4.367789,7.4085493]",1.4374107,2.0,7.061389,18.246761,1.41938,24.044525,4.7609215,21.053358,0.5003561,20.780178,0.66117847,99.0,20.54751,22.362173,2.589657,22.448952,0.91965514,21.107304,0.62467045,21.298872,0.29167718,21.963755,21.73127,21.145214,0.25998896,21.057768,0.31950408,20.686462,0.4903708,20.888031,0.49111593,6,0.9496376786389266
iDR3.SPLUS-s25s32.033383,50.16498970760925,-31.95687209199658,0.034628175,0.5002954,2.001182,"[1.1820766,2.0639844,2.734833,3.848278]",7.0884333,6.0,7.332731,18.421904,1.6785197,21.50296,0.47563663,22.967726,2.9879606,99.0,20.432768,21.0403,0.8000491,99.0,20.803356,26.228676,30.375818,99.0,21.03316,22.479038,0.877956,21.862902,21.782791,21.18061,0.27376685,21.118366,0.34197727,22.840052,3.6086843,20.409914,0.32172891,6,0.5683545229958175
iDR3.SPLUS-s25s32.033424,49.97292911647594,-31.956775558589094,0.18597272,0.30928582,1.4477769,"[,1.3886621,2.817088,5.4075837,10.368622]",5.293591,18.0,6.602848,17.657192,1.8029232,20.990063,0.34233096,20.34078,0.30963513,99.0,20.432768,20.920074,0.8129188,23.664236,9.93138,21.040606,0.29231286,20.545607,0.43164504,20.388054,0.14799497,20.638212,20.528131,20.496,0.16760696,20.388226,0.19885737,19.560751,0.20172514,19.56172,0.16779599,6,0.5194903347816366
iDR3.SPLUS-s25s32.033438,49.32837648159523,-31.957781432662305,0.46245268,0.064605415,1.0690676,"[1.4115341,2.916337,4.6952176,8.605197]",4.8078637,16.0,6.546922,17.567472,1.6495315,21.804836,0.7938759,21.556833,1.0353993,21.235886,1.3100936,21.1795,1.1121856,99.0,20.803356,20.813997,0.25611806,22.693932,3.3458335,20.515005,0.1808976,20.787169,20.56485,20.609188,0.20222814,19.872023,0.1337184,19.854414,0.28423518,20.487839,0.42293328,6,0.7365640148609485
iDR3.SPLUS-s25s32.033439,48.74804852805125,-31.95613869762384,0.07755263,0.04209435,1.0439441,"[1.4218119,3.2169187,5.3921747,7.8326797]",4.4034348,9.0,7.246985,18.211988,1.3054466,22.871304,1.7732427,99.0,21.002748,99.0,20.432768,20.467417,0.5091127,20.384018,0.46228057,21.30439,0.35268554,99.0,21.03316,21.19086,0.28930715,21.187464,21.309925,21.495699,0.39194697,20.2233,0.16305591,20.54119,0.47015196,20.814245,0.50288033,6,0.5876631172812943
iDR3.SPLUS-s25s32.033463,49.97578680963299,-31.955591437046696,0.3294969,0.31585592,1.4616804,"[1.1253232,2.6620357,4.593202,7.3626533]",5.695588,7.0,7.925608,18.115314,1.3243554,26.144665,34.28429,99.0,21.002748,22.037241,2.1793752,21.871258,1.7062914,99.0,20.803356,21.624987,0.4378066,20.846169,0.498621,21.524885,0.36691228,21.377083,21.337631,22.29892,0.7643516,22.027203,0.7842302,20.711294,0.5073246,20.189072,0.2614855,6,0.5335297661492131
iDR3.SPLUS-s25s32.033592,48.5950974627571,-31.950634161994465,0.41152385,0.48072773,1.9257721,"[1.0756406,1.8992076,2.4921496,3.0866044]",7.361883,4.0,6.58152,18.26696,1.7768729,22.986088,1.783632,23.635595,5.311572,21.058744,0.8461537,99.0,20.54751,22.807318,3.9667952,22.573875,1.0491445,22.11132,1.5958799,22.188946,0.6679965,21.861277,21.832296,22.09988,0.6305334,21.253029,0.38648584,21.589119,1.1308383,21.739103,1.0811923,6,0.7864262204495327
iDR3.SPLUS-s25s32.033622,48.98378835170185,-31.951379441250637,0.109513365,0.30943638,1.4480926,"[1.2990968,2.4948828,3.702116,6.162018]",6.619125,9.0,6.748075,18.032024,1.5977656,22.011501,0.80376357,22.670397,2.4114738,20.467997,0.543454,22.47243,3.1054769,22.866436,4.3723874,21.62334,0.45766604,99.0,21.03316,21.035208,0.24684079,21.468954,21.0988,21.167519,0.28564945,21.010904,0.3255496,20.02997,0.28696978,20.258904,0.29438746,6,0.6249360188077276
iDR3.SPLUS-s25s32.033647,48.83616239270442,-31.950282975674924,0.2190221,0.23087889,1.3001854,"[1.4665259,3.1161456,5.9953465,9.949936]",6.4760547,7.0,6.5701184,18.161583,1.6583227,99.0,21.589981,21.598967,0.94537073,22.46232,3.551375,99.0,20.54751,20.405518,0.48851627,21.2753,0.3558995,22.514622,2.582715,21.156582,0.29230165,21.964249,21.60027,21.137201,0.29440096,20.556126,0.22977568,20.479418,0.46297577,20.55165,0.41178325,6,0.8276404460094952
iDR3.SPLUS-s25s32.033828,49.39451345741418,-31.94602603006542,0.032538995,0.36140782,1.5659447,"[1.3165917,2.4555733,3.4644027,5.2810493]",10.263658,14.0,7.1443734,18.012045,2.144398,99.0,21.589981,99.0,21.002748,20.366762,0.69090486,99.0,20.54751,99.0,20.803356,21.906622,0.81338793,20.727045,0.64051944,20.719162,0.2542939,20.894579,20.879477,20.484756,0.21040812,20.317383,0.23408559,20.081715,0.40800467,20.33754,0.42965454,6,0.6701741680939823
iDR3.SPLUS-s25s32.033836,49.58801997531032,-31.94565424446351,0.3519117,0.41007543,1.695132,"[1.4124805,3.1418047,6.89774,7.712315]",5.8849416,2.0,8.424907,18.32071,1.2853858,22.980118,1.8410932,25.714794,37.390762,21.061903,0.8807181,21.161068,0.8620471,99.0,20.803356,22.505558,0.95191056,20.926,0.5200952,21.340595,0.3038805,21.852972,21.286394,22.553904,0.94680905,21.235409,0.36789006,99.0,20.80942,20.804157,0.44579667,6,0.6285870161148548
iDR3.SPLUS-s25s32.033861,49.7267549123925,-31.944614038069336,0.44588858,0.20360637,1.2556604,"[1.3575618,2.678944,5.082199,7.4559336]",4.6944113,5.0,7.0336237,18.229145,1.2426556,21.849667,0.6117153,20.67023,0.34097806,21.734947,1.5307115,99.0,20.54751,21.082554,0.74249846,26.820684,47.688972,21.190409,0.62571895,21.114779,0.23304135,21.500496,21.151302,21.487047,0.33572528,20.95737,0.26937324,20.618296,0.4266992,20.476858,0.31181118,6,0.7260442622990451
iDR3.SPLUS-s25s32.033882,48.60093072626948,-31.94220182925789,0.3050616,0.33642256,1.5069832,"[1.3255928,2.3285034,2.9077995,4.459552]",7.804237,5.0,6.5988817,18.316725,1.6023021,22.428349,1.0824685,99.0,21.002748,21.944115,1.9309363,99.0,20.54751,99.0,20.803356,22.864277,1.3880901,21.825615,1.2436223,21.516697,0.3653156,21.543955,21.81191,21.486109,0.36411658,21.326178,0.4187189,20.996872,0.66488254,20.634281,0.39673316,6,0.8591781383844613
iDR3.SPLUS-s25s32.033904,49.084594011167816,-31.943591110694666,0.4346812,0.33734035,1.5090703,"[1.0813332,1.909882,2.6781867,3.6286502]",7.844665,5.0,6.6373606,18.211449,1.6116501,99.0,21.589981,99.0,21.002748,99.0,20.432768,21.729849,1.5236744,21.865557,1.6912138,21.844511,0.5443389,22.17826,1.7199998,21.569223,0.39186347,21.735428,21.585213,21.857006,0.5226795,21.722664,0.6061688,20.695473,0.5114555,21.153273,0.64834094,6,0.7671237706673332
iDR3.SPLUS-s25s32.033950,48.82239329951559,-31.941398335737176,0.0030458209,0.3295911,1.491627,"[,1.7807488,3.592911,7.203929,-15.903714]",9.846892,18.0,6.525286,18.007124,2.0083194,22.291473,1.2118062,99.0,21.002748,20.16166,0.47811183,20.079988,0.4111513,22.313278,3.1279979,22.132856,0.8686039,20.683222,0.53412193,20.882328,0.25260743,21.159475,20.992247,20.71473,0.22225027,19.820692,0.13028762,19.51528,0.21271016,19.31102,0.14667739,6,0.5016017481768982
iDR3.SPLUS-s25s32.034025,48.692274714739696,-31.93913146439404,0.42804107,0.21300614,1.270658,"[1.0344222,1.8085945,2.4846041,3.7630033]",6.546294,2.0,6.665057,18.289341,1.2362592,22.553043,1.0462271,24.016197,6.579181,99.0,20.432768,99.0,20.54751,21.247808,0.80665344,99.0,21.97403,99.0,21.03316,21.838223,0.41424713,21.80569,21.884048,21.580776,0.33565843,21.45887,0.39990234,20.484047,0.35310942,20.590147,0.3236386,6,0.6513594760945208
iDR3.SPLUS-s25s32.034042,49.108530257353415,-31.9402958032721,0.4028974,0.28211647,1.3929837,"[1.2804673,2.9222102,3.9528337,7.194769]",7.2628655,7.0,6.772079,17.89061,1.7512507,99.0,21.589981,99.0,21.002748,21.831356,2.1338792,21.138348,1.0174844,20.795416,0.72797465,21.541891,0.47389817,20.978449,0.65718013,20.716003,0.20615783,21.1869,20.689898,20.951908,0.26224324,20.566717,0.24121892,20.531715,0.5057766,20.795277,0.53642964,6,0.7837140510251696
iDR3.SPLUS-s25s32.034068,49.56329642249004,-31.93966887793276,0.5548336,0.2944156,1.4172648,"[1.4474022,3.3031638,5.8876324,9.374851]",4.2459803,14.0,7.384703,17.770378,1.9341162,99.0,21.589981,99.0,21.002748,22.009932,3.0716763,22.949104,6.4905515,20.790113,0.8732971,21.324621,0.46806267,99.0,21.03316,20.883072,0.29033998,21.404293,20.766085,20.650135,0.24046806,20.100924,0.1887377,20.095968,0.4062485,19.505615,0.19669583,6,0.6583022029642088
iDR3.SPLUS-s25s32.034102,49.56503849889731,-31.938612700492587,0.40665552,0.28882384,1.4061214,"[1.5227067,3.0358853,4.1917143,5.4161024]",5.526199,4.0,8.445269,18.18217,1.511341,99.0,21.589981,21.116615,0.7108874,24.03668,17.720728,99.0,20.54751,99.0,20.803356,24.003813,4.9126444,22.454664,2.7488477,21.975792,0.7073231,21.966387,22.611431,20.751982,0.23611155,20.790731,0.31749424,19.734045,0.26064155,19.992088,0.2746828,6,0.5503539353395174
iDR3.SPLUS-s25s32.034115,48.7166798131856,-31.936443272342988,0.026650952,0.17236102,1.2082562,"[1.3520675,2.1491337,2.875948,3.9580982]",8.235671,4.0,6.6868477,18.40484,1.5134166,22.637074,1.4297436,22.709896,2.5044785,20.539429,0.5808533,20.55207,0.5500705,99.0,20.803356,99.0,21.97403,20.846502,0.5387678,21.819798,0.5148245,22.704105,21.369099,22.719831,1.2049824,20.974716,0.32430053,20.631838,0.5109213,20.808615,0.50028515,6,0.9088643454957018
iDR3.SPLUS-s25s32.034119,49.81950612311741,-31.9372284801433,0.3400075,0.22292727,1.2868809,"[0.47298697,0.797256,1.0055178,1.1988528]",3.6237357,8.0,7.186093,17.75891,1.7206134,99.0,21.589981,23.35705,5.5088167,21.221998,1.3144841,22.235746,3.0239303,20.34232,0.5208151,99.0,21.97403,99.0,21.03316,22.320484,0.96961087,21.923624,21.906393,21.628464,0.52584517,21.382378,0.5499497,21.731476,1.6425527,99.0,21.001133,6,0.5528035948338506
iDR3.SPLUS-s25s32.034123,50.19049766083051,-31.935274798959437,0.35820854,0.5111485,2.045611,"[2.1064625,6.2138267,6.8390656,8.052435]",5.753876,1.0,7.7646008,18.280205,1.3810296,21.313766,0.3452922,99.0,21.002748,20.363909,0.4027393,20.336382,0.36305296,20.229458,0.32284698,22.161121,0.6198381,20.51278,0.3191984,21.364851,0.27250254,22.45356,22.638813,23.325045,1.684538,22.829685,1.4186773,23.108435,3.976527,20.186895,0.22600909,6,0.6205539554726642
iDR3.SPLUS-s25s32.034144,49.0466429888191,-31.93657052154743,0.48449007,0.065089285,1.0696208,"[1.1875409,2.341147,3.6679714,6.749053]",6.434344,9.0,6.826425,17.905563,1.2597953,22.615814,1.2974609,99.0,21.002748,22.269815,2.628132,99.0,20.54751,99.0,20.803356,22.060925,0.63371044,20.738522,0.43877172,21.144028,0.25289696,21.747667,21.189692,21.142303,0.2590083,20.795908,0.24789877,20.49116,0.405887,20.182966,0.2545546,6,0.8686045727414698
iDR3.SPLUS-s25s32.034150,48.71759793651916,-31.935050605282097,0.4651377,0.35895032,1.5599414,"[1.324657,2.4390779,3.2573178,5.4316516]",6.3760843,3.0,7.9480433,18.450472,1.385225,25.88549,27.235384,99.0,21.002748,20.256886,0.43043986,20.820204,0.67390394,21.584435,1.3307201,24.976793,9.884874,21.026995,0.60922635,22.070559,0.6210742,22.064093,21.878433,22.772215,1.2116276,21.016195,0.3228758,21.351221,0.9479421,20.762209,0.4593986,6,0.7799882412098095
iDR3.SPLUS-s25s32.034164,48.80124372655205,-31.935057713613546,0.46521294,0.09347266,1.1031107,"[1.3941922,3.02188,5.454694,7.0830827]",7.3530684,6.0,7.9696918,18.09258,1.2922915,99.0,21.589981,99.0,21.002748,23.644302,10.789753,99.0,20.54751,20.78369,0.7067202,21.674694,0.52524364,99.0,21.03316,21.75704,0.51877135,21.968515,21.53537,21.636465,0.47580165,20.854336,0.30907112,20.59635,0.52757424,20.237753,0.31595534,6,0.5319555809122126
iDR3.SPLUS-s25s32.034166,48.92647731112538,-31.93559921484573,0.08635658,0.32624745,1.4842244,"[1.2102412,2.144092,2.86403,3.5485113]",8.825703,10.0,6.841362,18.052588,1.7966948,99.0,21.589981,99.0,21.002748,19.906633,0.35883915,23.040627,5.8445873,20.129297,0.39548564,23.781944,3.712017,21.828152,1.432261,21.175406,0.31146112,20.947248,21.091341,20.847174,0.23656023,20.441048,0.21557556,20.445765,0.4685279,20.966288,0.6292593,6,0.8640023135798923
iDR3.SPLUS-s25s32.034169,49.27075975631167,-31.93618206997813,0.47603717,0.08110201,1.08826,"[0.956563,1.7749612,2.897584,5.0004773]",4.3369884,5.0,7.946511,18.12841,1.0843784,22.68095,1.395616,21.929985,1.1470054,99.0,20.432768,21.862642,1.6436081,23.382229,6.514745,22.847698,1.3057193,22.894207,3.1718786,21.32733,0.30032966,21.80937,21.79174,21.632025,0.40682027,21.365541,0.41569814,20.959974,0.6202514,20.69138,0.40345302,6,0.5500277592310383
iDR3.SPLUS-s25s32.034198,48.58957180414256,-31.93324423680371,0.027151471,0.18583435,1.2282513,"[1.3796489,2.5680358,4.8615737,5.941417]",7.7185864,7.0,8.572863,18.291552,1.4308051,99.0,21.589981,23.550623,6.39221,20.34514,0.57137567,21.245152,1.2521496,20.462416,0.5983685,21.334272,0.43694937,21.404211,1.0835294,21.09195,0.31722555,21.817581,21.731676,21.91045,0.68851936,21.604841,0.69401705,20.582144,0.58284795,20.738997,0.56058705,6,0.5558353050323919
iDR3.SPLUS-s25s32.034202,49.0536743375368,-31.935080803534948,0.43091694,0.32403654,1.47937,"[1.3993822,3.1002388,4.645183,6.1326437]",6.164165,6.0,7.173697,17.953566,1.7482928,22.230171,1.1273247,99.0,21.002748,20.77406,0.8241747,99.0,20.54751,23.146898,6.4989147,21.115868,0.3297176,99.0,21.03316,21.735739,0.53781426,21.85754,22.842886,20.471384,0.1734627,20.230183,0.18262106,20.363943,0.4468836,20.396578,0.38329053,6,0.6890694068985797
iDR3.SPLUS-s25s32.034222,49.05292490160299,-31.934477792639846,0.30481324,0.14332199,1.1672997,"[1.3222061,2.6176066,3.7168322,5.0516376]",8.460765,4.0,7.0139937,18.423126,1.5279096,21.764095,0.7059652,99.0,21.002748,99.0,20.432768,99.0,20.54751,21.588919,1.4891896,21.606724,0.49669364,24.04859,10.920666,22.012152,0.66593474,21.630888,22.008665,21.308727,0.3579167,20.709795,0.2722114,20.421877,0.45276353,20.191025,0.30487168,6,0.7254725398612176
iDR3.SPLUS-s25s32.034261,48.71864548156572,-31.9321896358836,0.043491274,0.2940302,1.4164913,"[1.5057907,3.2000573,5.673366,7.566702]",4.8101897,18.0,6.878003,17.55916,1.9783015,21.46392,0.601439,22.438305,2.4115412,21.506922,1.7408928,20.507433,0.6514378,23.065863,6.70554,24.016914,5.27221,22.596878,3.321911,20.685034,0.22463258,21.107065,20.790041,20.036127,0.12761372,19.601053,0.11386292,19.476538,0.21879171,19.232912,0.1455475,6,0.6808157580574424
iDR3.SPLUS-s25s32.034314,49.97256705427026,-31.931089440620507,0.005622318,0.26485193,1.3602701,"[1.3946127,2.64397,3.89009,7.0431876]",8.035832,8.0,6.769724,18.103846,1.5671233,99.0,21.589981,21.676575,0.9725491,21.838217,1.9165205,23.067944,5.415833,99.0,20.803356,21.47477,0.4026994,21.717087,1.1691649,21.570482,0.40380397,21.834822,20.864859,21.963589,0.59321576,20.56132,0.21574399,21.568811,1.1774638,21.068573,0.6190941,6,0.5673926704091309
iDR3.SPLUS-s25s32.034345,48.7522680022966,-31.929776812836565,0.35364437,0.274893,1.3791068,"[1.0475432,2.1214988,3.6647565,4.5502205]",5.2899137,2.0,8.356815,18.391747,1.0439135,99.0,21.589981,99.0,21.002748,21.50416,1.1281728,22.759178,3.3451583,22.782608,3.349191,99.0,21.97403,99.0,21.03316,21.847618,0.42396265,21.739376,21.578215,22.158733,0.57770526,21.604784,0.46389514,21.079933,0.6185014,20.708395,0.3660315,6,0.5504268192001172
iDR3.SPLUS-s25s32.034421,49.32798942236037,-31.929161065687463,0.050260674,0.115634084,1.1307536,"[1.8977659,3.2542129,4.126485,6.872505]",11.522466,5.0,6.628324,18.470348,2.0447154,21.132412,0.5207948,21.241602,0.9427079,99.0,20.432768,99.0,20.54751,20.49838,0.7092024,21.720922,0.7148941,20.319216,0.459359,21.067604,0.3643733,21.20616,21.072586,21.025751,0.35923973,20.548235,0.30164137,20.196465,0.4727944,20.140146,0.37379056,6,0.5074835969314728
iDR3.SPLUS-s25s32.034494,48.74557665002429,-31.92534780341087,0.48563647,0.27291924,1.375363,"[1.0288153,2.2775266,4.1776705,5.926294]",3.077821,4.0,7.9049797,18.042992,1.2359259,23.320305,2.4176176,21.80346,0.9830156,99.0,20.432768,99.0,20.54751,22.138754,2.0851524,21.77849,0.49158445,23.46349,5.380354,21.90425,0.5021397,22.42619,22.60067,20.854944,0.197454,20.975405,0.2929768,21.116034,0.7191854,20.829216,0.46006635,6,0.663556570301794
iDR3.SPLUS-s25s32.034505,49.221528989126384,-31.92645340977228,0.35681105,0.42986995,1.7539858,"[0.85342836,2.1830566,2.7985413,4.6845856]",3.468677,1.0,8.394259,18.461493,0.7807642,21.789978,0.37010634,99.0,21.002748,21.416151,0.72869277,99.0,20.54751,22.201801,1.3124807,23.15048,1.028344,21.664925,0.61371976,22.398905,0.47927508,22.270304,23.608145,22.246191,0.42763522,22.06477,0.47150716,22.188509,1.1429731,22.676245,1.4900061,6,0.6548361149237449
iDR3.SPLUS-s25s32.034527,49.2570743883274,-31.925936912596686,0.43869415,0.40854943,1.6907583,"[1.4054323,2.7576942,3.9068801,5.7735996]",9.110342,10.0,7.135341,17.95765,1.9790908,21.103275,0.42797932,99.0,21.002748,99.0,20.432768,20.362509,0.54130334,21.686434,1.7874085,21.740898,0.61628914,21.496956,1.1458766,20.857117,0.2542886,21.10826,21.144514,21.075876,0.3184122,20.284977,0.201218,20.48981,0.52537537,19.951488,0.26678672,6,0.6764095585453666
iDR3.SPLUS-s25s32.034542,49.10890742247331,-31.925308801352408,0.45427823,0.19388407,1.2405164,"[1.4295367,2.8899767,6.39149,8.018632]",4.5259175,10.0,7.1918693,17.907238,1.519619,22.899197,2.009517,21.865519,1.2730557,99.0,20.432768,21.615328,1.5490785,20.8377,0.74353844,99.0,21.97403,22.335625,2.2455127,20.927177,0.245698,21.381481,20.794918,21.664883,0.49475324,20.272991,0.18116477,19.880533,0.27360842,19.83984,0.219218,6,0.6165822344845882
iDR3.SPLUS-s25s32.034633,49.05864748062422,-31.922528796491672,0.63703257,0.12056345,1.1370918,"[1.1585172,2.2814584,3.397331,5.172297]",3.7831688,20.0,6.5619454,17.084959,1.8845896,99.0,21.589981,22.919678,3.9209082,99.0,20.432768,21.828264,2.2196648,21.353428,1.4056076,20.330746,0.18091352,20.353941,0.42887467,20.907333,0.28307614,20.611961,20.950111,20.255787,0.16011152,19.742352,0.13146882,19.717632,0.27801386,19.931974,0.28157714,6,0.5824166854213281
iDR3.SPLUS-s25s32.034644,48.625210118347525,-31.920405246345084,0.21415973,0.07568818,1.0818859,"[1.2038711,2.191495,3.0085955,6.0631027]",5.76679,5.0,7.1930633,18.277496,1.2579964,21.53009,0.48016274,23.348335,4.175654,21.981728,2.0201354,24.994165,31.039997,99.0,20.803356,21.9621,0.6125696,99.0,21.03316,21.820389,0.48767984,22.191486,21.88066,22.09396,0.6420696,20.859974,0.27599126,20.570415,0.45436597,20.831268,0.480486,6,0.6198584174403321
iDR3.SPLUS-s25s32.034650,49.556204878065934,-31.922418731233968,0.05597924,0.16414577,1.1963809,"[1.1621177,1.9298395,2.4962125,3.8854792]",7.1006627,6.0,6.8102536,18.295137,1.3428227,24.289314,6.2276077,21.622013,0.8788643,21.323114,1.1346481,23.649218,8.571295,99.0,20.803356,22.210215,0.7330108,20.165369,0.2626266,22.404816,0.81512123,21.837719,22.855928,22.155764,0.6642411,20.67966,0.22316688,20.79099,0.53414327,21.366188,0.75427526,6,0.8111859996096132
iDR3.SPLUS-s25s32.034800,49.58108070203533,-31.521861401749973,0.3709208,0.3806407,1.6145716,"[1.5523816,3.1698503,4.64617,6.789472]",6.3438697,2.0,8.139951,18.405697,1.3509645,20.516376,0.18968256,20.07009,0.20673597,19.437548,0.19741142,20.0808,0.34349617,19.403738,0.18234964,20.797209,0.21304609,19.983015,0.23543808,22.237026,0.7265196,21.98062,22.086546,21.256872,0.3032838,21.276146,0.40624177,20.225843,0.33215344,22.454933,2.1445537,6,0.6090947218225101
iDR3.SPLUS-s25s32.034859,49.40418003555649,-31.52303951994792,0.3567519,0.74064267,3.8556848,"[1.183337,2.776961,3.494124,3.9027936]",0.0,1.0,7.7211905,18.489025,1.5539194,23.921791,3.0168464,99.0,21.002748,99.0,20.432768,99.0,20.54751,99.0,20.803356,23.34212,1.5482712,23.411373,3.8401887,21.925701,0.38537505,22.274452,21.693378,22.963934,1.0221916,22.08413,0.6011458,23.098276,3.273582,23.091618,2.7106502,6,0.5919337656662479
iDR3.SPLUS-s25s32.034899,50.163061848213125,-31.62820927045876,0.3510997,0.501755,2.0070446,"[1.1949114,2.3843062,2.9213078,4.2946377]",4.4065285,2.0,7.4754376,18.389511,1.3105677,22.59285,1.0255136,99.0,21.002748,22.373974,2.333727,99.0,20.54751,21.6927,1.1373749,22.902567,1.132938,20.756596,0.36932367,21.830376,0.38715944,21.88283,22.560623,22.543432,0.76236886,21.670017,0.45478797,21.22377,0.6514276,22.17213,1.2965937,6,0.5283642575950798
iDR3.SPLUS-s25s32.034965,49.28809260187106,-31.64054225936266,0.00259266,0.22272325,1.286543,"[1.4109639,2.4547791,3.3771825,7.2805214]",8.90117,18.0,6.7983413,17.960144,1.6869845,99.0,21.589981,99.0,21.002748,22.317663,3.3639295,99.0,20.54751,22.03848,2.312589,20.96117,0.2824729,99.0,21.03316,21.10075,0.2963191,21.227177,21.029865,20.96685,0.26877213,20.569395,0.24484427,20.676771,0.5845524,19.824984,0.22265294,6,0.7311176067258327
iDR3.SPLUS-s25s32.034984,48.58363387298727,-31.638607452932327,0.03312967,0.34678745,1.5308954,"[1.6414342,3.1914263,5.6132483,8.623687]",8.864122,6.0,6.9174466,18.30639,1.8326172,22.921627,2.0401437,21.131273,0.6455252,20.75549,0.7766903,22.479631,3.6432502,20.15709,0.42352325,22.065655,0.7997666,99.0,21.03316,21.255394,0.3443106,21.992403,21.430822,21.236938,0.34694207,20.77221,0.30393624,21.065538,0.8493702,19.684664,0.19902046,6,0.8914614562795646
iDR3.SPLUS-s25s32.034995,49.95498092304239,-31.63856615225432,0.3546423,0.025621593,1.0262953,"[1.4867325,4.293903,6.028368,6.028368]",3.8071532,3.0,7.913161,18.107882,1.004728,25.487907,16.989655,21.1247,0.50514686,20.82681,0.65258276,99.0,20.54751,21.373209,0.9650772,21.626076,0.3997481,22.266457,1.6719265,21.163658,0.2407721,21.661516,20.999836,21.964079,0.51311713,22.45505,1.0661927,21.205233,0.7302714,20.4434,0.30208412,6,0.7639146639117557
iDR3.SPLUS-s25s32.034996,49.15951134762375,-31.6420743091572,0.35063308,0.53342074,2.1432586,"[1.0228126,2.4308033,3.5586712,6.2550178]",2.254877,2.0,8.25594,18.262367,1.5324672,22.820114,1.6303582,21.29121,0.65650517,20.171455,0.40061745,20.611666,0.54500866,21.526691,1.2348609,23.413536,2.293612,99.0,21.03316,21.81476,0.48585755,21.860085,22.018808,21.666384,0.43456048,21.482718,0.48395014,99.0,20.80942,21.431498,0.8322571,6,0.748851867880345
iDR3.SPLUS-s25s32.035003,49.73443463065854,-31.63470542833144,0.4859898,0.43890917,1.7822425,"[1.1868986,2.9315484,4.6447835,5.539439]",6.0718083,3.0,7.767052,18.245302,1.3592676,21.893074,0.63686514,99.0,21.002748,99.0,20.432768,21.592892,1.2198272,99.0,20.803356,21.399324,0.32896632,22.95297,3.1824229,22.134089,0.5965566,22.132364,22.355816,22.968584,1.3146516,20.890055,0.2570491,20.808481,0.5149018,21.091393,0.5556867,6,0.6251661528712892
iDR3.SPLUS-s25s32.035006,49.793032302746965,-31.640748298468363,0.021233132,0.40671182,1.6855216,"[1.1225084,1.9739441,2.5863178,3.5829437]",6.076052,4.0,7.897784,18.169834,1.5834984,99.0,21.589981,23.935087,8.229318,99.0,20.432768,20.275791,0.44221655,20.798935,0.6992185,99.0,21.97403,21.42507,0.9476238,21.26247,0.32406485,21.864346,21.131824,21.71536,0.502839,21.16067,0.39877972,20.76711,0.60006577,20.441467,0.37041456,6,0.6353889398394671
iDR3.SPLUS-s25s32.035008,49.02365278714259,-31.640051704465748,0.3743336,0.55366254,2.2404573,"[1.2308035,3.2822447,4.287361,5.030495]",5.1933284,3.0,8.987223,18.44977,1.3066909,24.723267,8.501276,99.0,21.002748,21.76551,1.5595278,99.0,20.54751,23.032974,4.4939656,21.478647,0.3540163,99.0,21.03316,21.869095,0.46433023,21.70563,22.152712,22.175457,0.62998044,21.30575,0.37547863,21.496046,0.967002,20.857468,0.4478008,6,0.5052464268447737
iDR3.SPLUS-s25s32.035037,48.677046625690586,-31.639833367252795,0.48201108,0.0457927,1.0479903,"[1.0662297,1.9583502,3.2408476,6.957678]",4.8910637,10.0,6.7667117,17.844036,1.159613,99.0,21.589981,21.60113,0.7564079,23.883478,10.467069,24.465452,16.818945,25.115843,29.995872,23.789164,2.8969083,99.0,21.03316,22.139986,0.5776569,21.842714,21.841377,21.10805,0.23064083,20.982365,0.27547985,20.353884,0.33171886,19.657537,0.14589365,6,0.5819279368283884
iDR3.SPLUS-s25s32.035045,48.80862342819864,-31.63422626277364,0.4545629,0.19483608,1.2419832,"[1.0821272,2.4025657,3.5960515,5.871095]",2.6881309,6.0,6.9257946,17.782408,1.3100141,21.613495,0.50434476,22.220745,1.4406222,21.355581,1.106361,21.748901,1.4775996,99.0,20.803356,21.819994,0.5073021,99.0,21.03316,21.635674,0.39022565,21.788082,21.859295,21.688307,0.41969004,20.82849,0.25539428,21.175867,0.75557107,20.260563,0.2714918,6,0.597571982997725
