ID,RA,DEC,CLASS_STAR,ELLIPTICITY,ELONGATION,FLUX_RADIUS,FWHM,ISOarea,KRON_RADIUS,MU_MAX,A,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,g_auto,e_g_auto,J0515_auto,e_J0515_auto,r_auto,e_r_auto,r_aper_6,r_petro,J0660_auto,e_J0660_auto,i_auto,e_i_auto,J0861_auto,e_J0861_auto,z_auto,e_z_auto,Label,P(Group_6)
iDR3.SPLUS-s25s32.020036,49.49432849433696,-32.3505629663833,0.45962408,0.44987488,1.8177682,"[1.242211,2.5662715,5.71492,6.890029]",6.085031,4.0,7.132851,18.22932,1.3756977,22.587456,1.1291546,22.899883,2.4642196,23.743624,9.103685,23.058073,4.3313804,21.155928,0.74027354,22.343533,0.7218432,21.959938,1.1804967,21.923925,0.45811942,22.02014,22.050888,21.547064,0.3327708,20.859621,0.22817954,21.274414,0.72295064,21.610172,0.81943,6,0.6322256470329314
iDR3.SPLUS-s25s32.000003,48.584174054264935,-32.9438116900758,0.35485587,0.5407952,2.1776776,"[1.6309174,6.080961,8.323008,8.323008]",5.5991454,3.0,8.338106,17.924402,1.3871679,99.0,21.589981,26.426805,63.890427,99.0,20.432768,25.716606,55.44349,99.0,20.803356,22.421576,0.8581217,99.0,21.03316,21.640142,0.3772573,21.733967,22.002377,22.599194,0.93122745,21.177631,0.3376402,23.768717,7.8717294,20.785189,0.4214352,6,0.5430986610541553
iDR3.SPLUS-s25s32.020167,48.99887611965361,-32.34629861428467,0.079947755,0.368976,1.5847257,"[1.0609581,1.928098,2.6100047,3.696454]",5.91568,8.0,6.762239,18.250412,1.5371802,23.329994,2.4743235,99.0,21.002748,21.375847,1.1440635,21.481037,1.140747,99.0,20.803356,22.532845,0.9632144,99.0,21.03316,21.91085,0.5074369,21.84273,21.736881,21.57514,0.38238153,22.203756,0.88770485,20.599016,0.4416433,20.181122,0.25048912,6,0.5973913843906415
iDR3.SPLUS-s25s32.020192,48.863412379031104,-32.34515253231793,0.27887005,0.21926248,1.2808403,"[0.8268616,1.3060769,1.6759771,2.0940735]",3.2113233,5.0,6.988304,18.184616,1.5178416,23.02422,2.1077924,21.846762,1.1701818,99.0,20.432768,99.0,20.54751,20.08637,0.35369506,99.0,21.97403,23.151669,4.4940677,21.794683,0.5151312,21.388641,21.34677,21.528685,0.41358653,21.499344,0.5266874,20.249308,0.36298934,99.0,21.001133,6,0.7861967450547478
iDR3.SPLUS-s25s32.020197,48.89285547440951,-32.34515964773021,0.35058784,0.49351525,1.974393,"[1.2091384,2.0684462,2.988887,4.4429803]",6.3464117,2.0,7.1781397,18.441517,1.4945277,22.643341,1.2192575,21.823551,0.9411104,99.0,20.432768,99.0,20.54751,23.490915,6.6046896,99.0,21.97403,22.439764,1.916141,21.346947,0.28101844,21.534006,21.396736,20.97776,0.20602828,21.623562,0.48478585,20.679234,0.4423689,20.843212,0.42783996,6,0.9513627431120778
iDR3.SPLUS-s25s32.020210,49.24678850244397,-32.34558637438143,0.08061308,0.23692185,1.3104818,"[1.1450728,2.1703162,2.86482,4.140869]",7.129786,4.0,7.652424,18.448254,1.366156,25.88662,29.447756,22.148252,1.5465442,99.0,20.432768,99.0,20.54751,21.281776,1.0426638,21.642744,0.47665018,20.975834,0.60125536,21.888908,0.5584676,22.202095,22.16358,21.399523,0.36541674,21.005789,0.32953835,22.647053,3.2370288,28.040918,387.4918,6,0.6945494522884795
iDR3.SPLUS-s25s32.020242,49.08467503923994,-32.344376902607166,0.02738355,0.26166433,1.3543975,"[1.3137752,2.502989,3.1496327,3.989506]",9.2040825,10.0,7.454146,18.04464,2.0499911,21.50035,0.73302805,99.0,21.002748,22.39748,4.6581836,99.0,20.54751,99.0,20.803356,21.103437,0.41071802,20.88036,0.7783113,20.881197,0.31284887,20.969967,20.837484,20.857252,0.31359422,20.710848,0.35633448,21.713993,1.9479142,21.071646,0.8985455,6,0.7666293358235498
iDR3.SPLUS-s25s32.020274,48.86998999790308,-32.34320602018615,0.0008764067,0.33675456,1.5077375,"[1.5047083,2.7843037,3.9834678,6.6833186]",7.891446,18.0,6.8528547,17.98762,2.0317214,24.38673,8.939457,25.807812,54.228752,22.415478,4.0581837,99.0,20.54751,21.42576,1.4571707,22.042093,0.8418834,21.016197,0.7633907,20.785234,0.24677044,20.889812,20.68007,20.534212,0.20118779,20.322979,0.2163753,19.948757,0.33298948,19.849985,0.2530802,6,0.7724853107987601
iDR3.SPLUS-s25s32.020282,49.0129024883178,-32.34334131416049,0.06267488,0.04948932,1.052066,"[1.3272332,2.5666437,4.9429555,5.7555614]",7.0799665,9.0,7.0886316,18.345816,1.2156,21.822666,0.63689476,21.169165,0.57309425,22.099531,2.2841687,20.461035,0.4607522,99.0,20.803356,99.0,21.97403,20.469193,0.34749892,21.201296,0.27221838,22.133434,21.710392,22.037283,0.5997583,20.643028,0.21788138,20.054619,0.27565137,19.81473,0.18398872,6,0.732191861524139
iDR3.SPLUS-s25s32.020300,48.59963210108669,-32.34090505423287,0.028708052,0.21284962,1.2704053,"[1.4280708,2.5973117,3.992187,7.7432237]",6.946682,13.0,7.091552,17.863577,1.6333622,21.860764,0.77432024,99.0,21.002748,22.898582,5.598193,21.836782,2.0182915,28.624407,1024.2755,21.416697,0.44115222,22.328756,2.3720272,21.952291,0.65709716,22.014668,21.793411,21.652424,0.51108795,20.025694,0.15209566,22.089869,2.1737838,19.933811,0.24947998,6,0.6142734087002084
iDR3.SPLUS-s25s32.020346,49.19093076750019,-32.342034937363664,0.5378011,0.06611264,1.0707929,"[1.0338361,1.9060217,3.627627,6.515558]",3.359447,11.0,6.5639887,17.481312,1.2176278,22.515682,1.1106178,99.0,21.002748,99.0,20.432768,99.0,20.54751,20.378366,0.3837012,23.720238,2.6976514,21.320969,0.6929195,21.035519,0.21492997,21.27671,21.235598,20.897638,0.19465668,20.33077,0.14947225,20.670118,0.4414562,19.82192,0.16889532,6,0.7718174761900195
iDR3.SPLUS-s25s32.020377,50.10026846311255,-32.339445041002186,0.05351079,0.53032565,2.129135,"[1.5427737,2.7117012,3.5179527,4.376823]",10.386806,5.0,7.193106,18.408829,2.5303144,22.190853,1.2912431,99.0,21.002748,19.881903,0.43195757,20.564863,0.74705523,99.0,20.803356,22.273762,1.153925,99.0,21.03316,21.261316,0.41581714,21.497562,21.518545,20.901787,0.30639517,20.612669,0.30787876,19.356462,0.21082741,20.406822,0.45996138,6,0.8273758089278396
iDR3.SPLUS-s25s32.000111,48.92936500498828,-32.94156358890348,0.34384534,0.30011928,1.4288149,"[1.2314923,2.3117967,3.1379693,4.2289443]",2.858247,4.0,7.7158895,18.229214,1.399242,99.0,21.589981,99.0,21.002748,20.574543,0.5794462,22.181475,2.4157174,20.704475,0.6103363,99.0,21.97403,99.0,21.03316,21.676487,0.44088587,21.703781,21.532377,21.812542,0.51171535,20.90936,0.29762432,21.227243,0.8643955,20.313766,0.31100267,6,0.727430981429902
iDR3.SPLUS-s25s32.020384,50.19519866308338,-32.33859152081649,0.04102953,0.27017027,1.3701826,"[1.6002643,4.6944046,6.7343516,8.397733]",7.143671,7.0,8.168357,18.262428,1.3996221,23.324127,2.8647008,99.0,21.002748,99.0,20.432768,21.105602,0.96693194,99.0,20.803356,21.2739,0.36307123,22.753578,3.2874782,21.159693,0.2972969,21.694273,21.41521,21.335897,0.35804236,20.755165,0.2759256,21.676489,1.3926295,20.252165,0.3132101,6,0.5898298341078813
iDR3.SPLUS-s25s32.020397,49.56364631252224,-32.3406147171929,0.35374108,0.13421571,1.1550221,"[1.2545214,2.7638936,3.501551,4.5244193]",5.660476,2.0,8.777631,18.337385,1.021141,99.0,21.589981,21.631298,0.87907255,21.944813,1.9909059,21.429302,1.108799,21.141008,0.83414483,23.05661,1.5888233,23.37548,4.9596095,21.4168,0.32894415,21.76033,22.19004,22.361553,0.80118746,22.229443,0.9159862,22.64891,2.925641,20.99338,0.53155047,6,0.5340410985285517
iDR3.SPLUS-s25s32.020410,48.67231621228476,-32.338601586674585,0.04844204,0.26892644,1.3678514,"[1.0373042,1.7048534,2.2985709,4.559487]",6.3569098,7.0,6.6702595,18.212996,1.2459933,21.724075,0.4850977,99.0,21.002748,21.582066,1.1828657,21.136272,0.73196495,21.438425,0.94574535,99.0,21.97403,23.73898,5.975166,22.297203,0.62509894,21.891657,22.09875,21.260303,0.2484327,21.075499,0.27552313,20.327496,0.29982743,20.608398,0.3223894,6,0.621694553077368
iDR3.SPLUS-s25s32.020429,48.79356926968431,-32.33872836893479,0.33242542,0.15830553,1.1880796,"[1.1453327,2.181871,3.986066,6.9445405]",3.8803637,9.0,6.5228634,17.992004,1.3248072,22.084858,0.75076705,21.796074,0.94322544,21.382435,1.0961812,20.819721,0.60129094,99.0,20.803356,22.529839,0.9275831,21.57425,0.8974989,21.702347,0.400512,21.87312,21.796595,21.243263,0.26997548,20.388914,0.16190876,20.488522,0.38351688,20.212786,0.24777232,6,0.7330877722615068
iDR3.SPLUS-s25s32.020444,50.152853942484704,-32.337222768054666,0.024430573,0.35164243,1.5423589,"[1.3120215,2.5517497,4.6673775,6.771396]",4.413105,19.0,6.9942946,17.616219,1.8547122,22.798077,1.8861356,21.382744,0.8417771,21.656887,1.8394566,23.568718,9.949873,20.814034,0.77430964,20.81201,0.25401136,20.81798,0.5931948,20.254955,0.13889617,20.736544,20.343897,20.355885,0.15630284,20.15999,0.17083071,19.981106,0.31348315,20.253292,0.33483586,6,0.541588378349011
iDR3.SPLUS-s25s32.020460,49.758654238959664,-32.33861853769922,0.22271097,0.14178103,1.1652038,"[1.3055845,2.6007302,4.162791,6.320749]",4.8771224,11.0,8.0966015,17.85416,1.4611715,21.691368,0.7427052,22.130844,1.8216418,21.711006,2.1047747,21.038229,1.0236459,21.07033,1.0330396,21.944187,0.7560933,21.383541,1.0510175,21.020275,0.30051777,21.33213,21.173996,20.80187,0.2522626,20.403675,0.2267242,19.588274,0.23282395,20.015919,0.28661704,6,0.5418903324500531
iDR3.SPLUS-s25s32.020486,48.93833334995551,-32.337596128730446,0.028544731,0.1530757,1.180743,"[1.3942945,2.906404,5.2060604,6.479201]",7.199415,7.0,8.291444,18.286634,1.3108245,99.0,21.589981,23.696259,6.903268,99.0,20.432768,21.64221,1.6151029,20.719706,0.6787341,22.184362,0.85410035,99.0,21.03316,21.47355,0.4129986,22.044607,21.262985,21.894949,0.6227178,20.951656,0.34294036,20.92796,0.7283594,20.146992,0.29596615,6,0.7089005850753204
iDR3.SPLUS-s25s32.020549,49.06459791775498,-32.33640129579699,0.3512546,0.6111243,2.5715158,"[0.7654928,1.3682154,1.8303564,2.3334281]",0.0,0.0,6.636987,18.494791,1.2880319,99.0,21.589981,22.294485,1.0193006,23.900574,7.5669355,99.0,20.54751,23.94802,6.9850783,22.138052,0.43551084,21.559557,0.59597844,22.31642,0.47849938,21.820131,22.689827,22.7241,0.7122234,99.0,21.728119,22.511276,1.6533647,22.691137,1.6247231,6,0.8074295346980578
iDR3.SPLUS-s25s32.020562,49.08500054315917,-32.336015647157105,0.060014866,0.11352402,1.1280621,"[1.192493,2.2362978,3.077937,4.084652]",7.3121076,6.0,6.612372,18.255497,1.3507769,99.0,21.589981,22.996788,3.0645058,99.0,20.432768,99.0,20.54751,99.0,20.803356,21.868475,0.53537107,21.911798,1.295379,21.943623,0.5356609,22.378828,22.35281,21.271482,0.2967661,21.41687,0.43990144,21.420185,0.95823,20.358353,0.3008744,6,0.7319860149479697
iDR3.SPLUS-s25s32.020603,48.83284133468636,-32.3336555657862,0.37011382,0.48544967,1.9434445,"[1.0782835,2.1994615,3.722601,5.888002]",1.7264572,2.0,7.0292816,18.37227,1.3232545,21.865356,0.5188438,22.375603,1.3548323,99.0,20.432768,22.237818,1.8622979,99.0,20.803356,24.45832,4.6089573,22.458147,1.7047875,22.238178,0.5526308,22.449066,22.574379,21.502407,0.28928304,21.363468,0.3333993,20.405098,0.30031192,20.937738,0.40665454,6,0.5590731789128652
iDR3.SPLUS-s25s32.020617,48.84636120635197,-32.33344589061558,0.18613175,0.07861155,1.0853186,"[1.2210451,2.2380362,3.5025585,7.694131]",4.50941,16.0,6.6337886,17.464142,1.4718823,25.239452,16.222599,21.139118,0.6127083,99.0,20.432768,20.979055,0.8246888,99.0,20.803356,21.759478,0.54269975,20.454449,0.38182577,20.47854,0.15515192,20.708467,20.491674,20.502216,0.16277327,20.034842,0.13878666,20.238512,0.36165425,20.128325,0.27196935,6,0.5235896771162529
iDR3.SPLUS-s25s32.020619,48.61396070824467,-32.33215437196601,0.3533881,0.35727477,1.5558748,"[1.1786727,2.4292583,4.087588,5.614581]",0.7581594,2.0,8.600724,18.345926,1.2057216,23.22224,2.1776843,21.599127,0.8035916,99.0,20.432768,21.862898,1.664104,21.237663,0.9186921,23.424501,2.2464814,20.996405,0.56234914,21.76772,0.44679165,21.936651,22.17209,23.219301,1.7353008,21.3596,0.41588643,22.429365,2.3900907,20.66996,0.39488548,6,0.6409997752051324
iDR3.SPLUS-s25s32.020716,49.13671213624673,-32.331315767202085,0.029314056,0.37393206,1.5972707,"[1.5493888,3.3355577,5.255671,7.1906824]",8.03376,6.0,7.190807,18.432903,1.6977302,21.4766,0.5369827,24.766094,18.11474,20.456717,0.58644336,21.717838,1.6686753,99.0,20.803356,21.88621,0.62606674,21.600359,1.1200399,21.947735,0.61633337,21.777157,21.857193,21.595045,0.4568465,20.706467,0.2625967,20.053852,0.31317675,19.931,0.2327594,6,0.7749191727653924
iDR3.SPLUS-s25s32.020821,48.57040183752038,-32.32594650314511,0.45828387,0.08308512,1.0906137,"[1.3177686,2.5363548,3.7026203,7.6053042]",5.532064,8.0,6.6978817,18.04999,1.4767212,24.712177,9.700526,99.0,21.002748,99.0,20.432768,99.0,20.54751,21.753473,1.6624615,21.402033,0.39525765,23.345234,5.483873,21.918678,0.5776907,21.860739,21.894281,20.808372,0.21440816,20.614069,0.23644242,20.128344,0.3252987,20.135546,0.27239585,6,0.9547489469876616
iDR3.SPLUS-s25s32.020850,50.19682014876912,-32.32506793075453,0.60643923,0.3359909,1.5060035,"[,1.3971548,3.4090414,6.9823747,10.971834]",4.764122,14.0,6.550054,17.68593,1.828639,22.265144,1.0787532,99.0,21.002748,99.0,20.432768,19.639917,0.25111854,99.0,20.803356,21.754074,0.5584566,99.0,21.03316,20.572435,0.17203715,21.032585,20.554466,20.643505,0.18836093,20.001404,0.13708122,20.00129,0.29610968,19.601992,0.17083356,6,0.6581038357584671
iDR3.SPLUS-s25s32.020861,49.56199698052358,-32.32713325606815,0.21071422,0.20713276,1.2612453,"[1.1784571,1.9914511,2.5595067,3.5174296]",7.9677978,5.0,7.0421257,18.256536,1.4963262,21.292072,0.4493727,22.801188,2.9407578,20.617441,0.67308813,24.845613,29.143724,20.453766,0.50384104,22.057566,0.71947175,21.987562,1.5695605,21.515139,0.40701944,21.540586,21.604832,21.991167,0.64520985,21.401768,0.48381028,21.413439,1.0614325,20.814232,0.5095683,6,0.7987951069425195
iDR3.SPLUS-s25s32.020957,49.07443886157682,-32.32346079753114,0.28465694,0.04501885,1.0471411,"[1.1871926,2.2160182,4.015245,6.776997]",4.678341,14.0,6.954249,17.762108,1.3276207,99.0,21.589981,99.0,21.002748,23.266258,7.252292,99.0,20.54751,99.0,20.803356,21.263218,0.33154002,21.53986,0.99274164,21.375168,0.34161082,21.56727,21.585693,21.045774,0.25919804,20.580622,0.21934795,21.19839,0.8386509,19.933216,0.218576,6,0.7917910710592447
iDR3.SPLUS-s25s32.021015,48.71470079966566,-32.32031870606136,0.15193814,0.42430985,1.7370455,"[1.5897241,2.7029128,3.5080929,4.7673645]",9.309619,4.0,6.975953,18.324726,2.0496178,21.345005,0.51665443,22.638803,2.7771947,20.1298,0.47193348,21.065554,1.0327483,21.893198,2.1649275,21.633272,0.5591587,20.699747,0.5522641,21.443373,0.42971426,21.472788,21.499796,21.115421,0.32601917,20.46365,0.23652516,21.237984,1.0406399,21.342588,0.95436984,6,0.5678073330030593
iDR3.SPLUS-s25s32.021083,48.84647597243157,-32.31871756729453,0.039214443,0.18572044,1.2280794,"[1.0918021,1.8648077,3.3970592,5.250909]",5.730073,9.0,7.2266436,18.184708,1.0656903,99.0,21.589981,21.894989,0.9076735,21.216566,0.82797617,21.956953,1.4954901,99.0,20.803356,25.336832,10.755942,22.021502,1.1866242,21.12144,0.20653522,21.195127,21.212563,21.042292,0.19741416,21.413332,0.36217093,20.801125,0.44761005,20.50112,0.28282443,6,0.8780818335460103
iDR3.SPLUS-s25s32.021087,49.60740736595756,-32.323335989753055,0.002279552,0.065464914,1.0700508,"[,1.9191118,4.0816016,7.0068946,10.620636]",7.373668,30.0,7.652942,17.599209,2.244462,21.576305,1.0260105,22.037899,2.570494,20.226385,0.82618773,99.0,20.54751,99.0,20.803356,21.230913,0.5953164,19.45321,0.27106082,20.370829,0.2511282,20.477436,20.467121,19.803167,0.15310721,19.237522,0.117491595,19.971954,0.49947968,18.712101,0.13078167,6,0.5942351367071422
iDR3.SPLUS-s25s32.021090,48.95135957326233,-32.318969277776134,0.12554072,0.4370634,1.7763989,"[0.9074442,1.521148,1.9591463,2.521761]",6.8409786,5.0,8.085156,18.374557,1.5267857,24.012352,5.191404,21.124527,0.59890914,99.0,20.432768,21.41628,1.2067407,99.0,20.803356,23.03368,1.7142098,99.0,21.03316,21.68801,0.46099147,21.111956,21.600334,22.56894,1.060003,21.221016,0.40279335,21.492334,1.1220508,99.0,21.001133,6,0.8172996460775492
iDR3.SPLUS-s25s32.021104,48.62557883766873,-32.31705821962767,0.46462482,0.3154049,1.4607174,"[1.7352035,3.9169698,5.809978,7.4673495]",8.584681,5.0,7.8772445,18.137127,1.7340477,23.83741,5.227891,21.00367,0.63304496,21.746689,2.1274226,21.591778,1.7622342,99.0,20.803356,21.210976,0.39936033,21.17741,0.90042335,21.122425,0.33510077,21.97536,20.450891,20.845507,0.26654312,20.6607,0.297051,19.783377,0.28544196,20.216728,0.35350513,6,0.6540097496497492
iDR3.SPLUS-s25s32.021128,49.584113813167306,-32.31855993164529,0.6257857,0.2601686,1.3516593,"[1.1069193,2.2110646,3.2008524,4.908604]",4.4314275,8.0,7.3223915,17.851488,1.5940195,22.552673,1.5168284,99.0,21.002748,20.741032,0.7999922,21.80784,1.8976582,20.940512,0.8384893,21.557587,0.4847872,22.252657,2.1355028,21.20281,0.3253576,21.089323,21.11671,21.016857,0.2813445,20.578775,0.24269691,21.419205,1.1384386,20.273922,0.3309089,6,0.7693433830663122
iDR3.SPLUS-s25s32.021130,50.1607317734768,-32.31609755291677,0.3567552,0.20301211,1.2547243,"[1.5195738,3.8596847,5.901424,7.4421415]",0.0,1.0,8.027438,18.486927,1.2403569,21.311794,0.4095816,22.566372,2.1192172,21.187698,1.0153954,20.480213,0.49159268,99.0,20.803356,25.425508,14.873802,22.03315,1.5263367,22.130053,0.6514739,22.18384,22.070126,21.550013,0.3921866,21.092754,0.3385132,21.304728,0.8904769,19.828665,0.19129685,6,0.5355932348519681
iDR3.SPLUS-s25s32.021154,48.53145804372692,-32.314746174491155,0.38378477,0.24158788,1.3185444,"[1.0037845,1.9171467,5.9711533,6.1526146]",4.8068933,3.0,6.600071,18.17173,1.0254358,21.865005,0.4431458,21.303997,0.43467313,23.007717,3.5080783,20.414991,0.324282,20.826046,0.46123308,24.351196,3.8351219,21.692352,0.77641815,22.202118,0.48373815,22.240038,22.401043,23.48474,1.60715,21.046137,0.22707543,24.33945,9.997258,21.293242,0.5053573,6,0.8485689779246589
iDR3.SPLUS-s25s32.021179,49.58413741193296,-32.31686571153289,0.021316586,0.34361428,1.5234945,"[1.8645284,3.7583513,5.3860993,8.982654]",10.101966,18.0,7.3265257,17.873783,2.4650497,21.541592,0.87270415,99.0,21.002748,20.84034,1.2754005,21.601198,2.2876942,20.899693,1.1759864,21.531427,0.68911356,99.0,21.03316,20.284245,0.20387498,20.78428,20.260069,20.098764,0.1764178,19.725899,0.16150717,19.605402,0.313341,19.332876,0.20307432,6,0.5216504953529572
iDR3.SPLUS-s25s32.021187,49.37637348985832,-32.316683664276,0.19875723,0.4851905,1.942466,"[,2.2775693,6.7108717,9.890796,10.956525]",7.7777557,4.0,7.9815054,18.43087,1.943654,23.567421,4.308741,99.0,21.002748,22.510592,4.5390563,20.818935,0.8494696,99.0,20.803356,21.546427,0.53255606,21.37003,1.0534804,20.710377,0.23052508,21.766678,20.276114,20.453876,0.1870735,20.26029,0.20101945,20.226543,0.4226899,19.383753,0.16239776,6,0.5363900809457263
iDR3.SPLUS-s25s32.021238,49.99976557957974,-32.313678057928605,0.42828873,0.25720084,1.346259,"[0.9076773,1.5747844,2.410344,5.008693]",6.189437,6.0,7.320002,18.159489,1.2039549,99.0,21.589981,99.0,21.002748,99.0,20.432768,21.424805,0.99906945,21.486975,1.0363702,23.085432,1.4753444,21.003788,0.5084959,21.173185,0.23325953,21.822372,21.813189,21.497116,0.3215316,22.124464,0.7483474,22.37007,2.0331845,21.124348,0.5386687,6,0.7363514678722196
iDR3.SPLUS-s25s32.021301,48.63350479558461,-32.310919093153515,0.32735053,0.10361099,1.1155871,"[1.3445129,2.5902832,4.358656,6.121077]",6.6976624,4.0,8.120336,18.329912,1.2239586,99.0,21.589981,99.0,21.002748,99.0,20.432768,21.483265,1.3356078,20.34299,0.460384,22.642473,1.2451652,21.814224,1.3534235,21.563478,0.42077196,21.71318,21.594997,23.871681,3.5949976,21.111843,0.3764759,20.068106,0.31059685,20.611479,0.42543823,6,0.7425505134597236
iDR3.SPLUS-s25s32.021326,49.35511650235388,-32.31196627047472,0.10638842,0.27319974,1.3758938,"[1.2460245,3.5486617,5.190952,6.1326847]",5.6568666,6.0,8.371036,18.253807,1.1138077,99.0,21.589981,99.0,21.002748,21.486355,1.2619557,21.114227,0.79581094,99.0,20.803356,22.634472,1.032374,22.48906,2.101695,22.39173,0.76964223,23.752241,99.0,21.68172,0.4113017,21.009672,0.28608042,21.91121,1.4206901,20.5657,0.34363165,6,0.5027766724243209
iDR3.SPLUS-s25s32.021382,49.7205312163781,-32.309694988869616,0.35383558,0.21804118,1.2788397,"[0.98316586,2.1263952,4.437129,5.1834908]",2.1628604,2.0,7.7641215,18.308344,1.0126342,99.0,21.589981,23.61772,4.5084558,20.67356,0.5151223,21.598928,1.0763911,99.0,20.803356,21.817318,0.42336178,21.78653,0.9561542,22.121408,0.51818347,23.029598,22.986351,22.72662,0.92473364,21.545712,0.40561032,22.37201,1.8787309,21.076225,0.47551075,6,0.8144205726036976
iDR3.SPLUS-s25s32.021397,48.9870762540679,-32.30968771046461,0.08683701,0.42652267,1.7437481,"[1.1299825,2.0799735,2.8350396,3.530773]",7.67903,10.0,8.04376,18.093548,2.1046522,99.0,21.589981,21.718145,1.4447011,20.66553,0.93350744,20.238806,0.5687945,26.105097,123.14664,21.987843,0.9109714,21.856497,1.879074,20.76376,0.2750545,20.96281,20.552479,20.40519,0.20310572,20.495567,0.28727958,20.88858,0.8951226,99.0,21.001133,6,0.5927421637433217
iDR3.SPLUS-s25s32.021419,48.61510463552474,-32.306578082990264,0.046993934,0.22741729,1.2943598,"[0.8368451,1.3205194,1.6052308,1.9021482]",6.6674438,6.0,7.151173,18.474785,1.2705649,99.0,21.589981,22.970938,2.7242157,21.919289,1.7614101,99.0,20.54751,22.510365,2.8375795,23.477541,2.2637272,99.0,21.03316,22.382109,0.7528124,21.911219,21.841125,21.392736,0.31172705,21.907063,0.65937835,22.106552,1.7034603,21.60022,0.89061964,6,0.6992688156348094
iDR3.SPLUS-s25s32.021435,48.577731123020826,-32.3059498133147,0.351193,0.25472224,1.3417816,"[1.2214204,2.04253,2.4627306,2.9443843]",6.3207603,2.0,7.275672,18.3808,1.2271303,21.905655,0.6050805,22.20773,1.3065879,21.813803,1.5461112,99.0,20.54751,99.0,20.803356,99.0,21.97403,99.0,21.03316,21.610476,0.3588242,21.71725,21.402996,21.768528,0.42503983,21.530563,0.4512757,20.787962,0.49059367,21.541426,0.8158068,6,0.8394577675992085
iDR3.SPLUS-s25s32.021444,49.560905349768085,-32.30811311194513,0.35829425,0.20038998,1.2506096,"[1.297221,2.9982677,4.590586,7.7030663]",7.433838,4.0,7.151646,18.131344,1.3909563,22.055931,0.8633562,22.316662,1.7965776,24.897238,32.839127,20.827303,0.69051933,21.80038,1.652038,99.0,21.97403,22.142736,1.7265712,21.83886,0.52253205,21.937181,22.072775,21.427473,0.36730322,20.938675,0.3017933,21.03775,0.7168602,19.808191,0.19312742,6,0.7496602548189947
iDR3.SPLUS-s25s32.021466,48.5742540751054,-32.305101842590325,0.07913433,0.3095606,1.448353,"[1.1250685,1.9334037,2.4664166,3.9220114]",7.772259,6.0,6.9142017,18.218708,1.5644395,21.760075,0.61533356,99.0,21.002748,99.0,20.432768,20.82571,0.6935937,20.871803,0.70893586,23.32641,2.2161396,20.731298,0.47600567,21.2806,0.3082304,21.387432,21.20317,21.97395,0.5961218,20.800688,0.26865256,20.736248,0.5438931,21.331985,0.78285116,6,0.5354197042947796
iDR3.SPLUS-s25s32.021495,48.877987945729934,-32.306086951120044,0.3711322,0.21981555,1.2817482,"[1.6792791,3.017306,5.979247,9.162788]",6.3599596,2.0,6.949259,18.41423,1.5271314,21.734634,0.64802384,99.0,21.002748,20.929045,0.860824,99.0,20.54751,24.60748,22.566986,21.524532,0.4342334,22.39044,2.2368872,21.388943,0.3549606,21.499254,21.269249,21.032732,0.26274067,20.85315,0.2911499,21.372318,1.0178206,20.692995,0.45396036,6,0.6731651187878339
iDR3.SPLUS-s25s32.021502,49.27346344000763,-32.30672146082007,0.34989613,0.29817492,1.4248564,"[1.0715739,2.116239,2.8647718,3.993965]",4.54385,3.0,6.9676213,18.386534,1.336555,23.403702,2.5987775,21.230972,0.57965016,99.0,20.432768,99.0,20.54751,99.0,20.803356,21.795124,0.47078508,99.0,21.03316,22.034296,0.5459872,22.116625,22.343859,24.381927,4.8384933,21.487198,0.43645957,21.075201,0.6490268,21.398312,0.72709656,6,0.5978097475447042
iDR3.SPLUS-s25s32.021528,49.51456780393985,-32.30621711831134,0.42081478,0.40710646,1.6866435,"[1.2786288,2.915251,4.660759,6.2948856]",3.5609355,2.0,7.7918963,18.284311,1.4871702,23.689583,3.8683996,99.0,21.002748,99.0,20.432768,21.918356,1.8752937,21.777372,1.6142734,99.0,21.97403,21.767582,1.2207919,21.401953,0.34939194,21.927929,21.447754,21.46944,0.38092485,20.920979,0.29635265,20.48645,0.43137974,20.345179,0.31532538,6,0.593715850706483
iDR3.SPLUS-s25s32.021586,50.1173955574053,-32.302407818594865,0.37323296,0.49201906,1.9685777,"[1.3239665,2.6103451,4.1147604,5.3347855]",8.273651,3.0,7.7929735,18.478981,1.940613,99.0,21.589981,23.428177,5.7054796,99.0,20.432768,21.438875,1.440031,20.690662,0.71004915,99.0,21.97403,21.38494,1.0246712,21.55071,0.46595293,21.956131,21.838701,22.409695,1.05031,20.86754,0.33507106,99.0,20.80942,20.106077,0.30018097,6,0.7095916799981579
iDR3.SPLUS-s25s32.021594,48.729553561660246,-32.30271867381707,0.38915673,0.13413483,1.1549143,"[1.2119746,2.3870118,4.3248687,5.5573864]",5.1421742,5.0,7.472305,18.001322,1.2212738,21.616734,0.5195941,21.515942,0.7754045,99.0,20.432768,21.82508,1.6244286,99.0,20.803356,21.657166,0.447905,99.0,21.03316,21.50859,0.35754642,21.634743,21.452515,21.876034,0.51299644,21.097216,0.3313368,20.665956,0.48181528,20.119963,0.24299523,6,0.7644424261866526
