ID,RA,DEC,CLASS_STAR,ELLIPTICITY,ELONGATION,FLUX_RADIUS,FWHM,ISOarea,KRON_RADIUS,MU_MAX,A,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,g_auto,e_g_auto,J0515_auto,e_J0515_auto,r_auto,e_r_auto,r_aper_6,r_petro,J0660_auto,e_J0660_auto,i_auto,e_i_auto,J0861_auto,e_J0861_auto,z_auto,e_z_auto,Label
iDR3.SPLUS-s27s36.043691,57.40193597750229,-34.5774777612064,0.47516888,0.15420043,1.1823132,"[1.0735779,2.0159433,4.0501585,5.0412774]",5.600357,2.0,7.467501,17.883408,1.0223298,22.215534,1.1826935,20.928192,0.5765525,21.753422,1.8908112,21.147982,1.1075096,99.0,20.464106,22.82139,2.024016,25.065134,32.03351,20.787855,0.2510897,21.196177,21.070456,22.16002,0.9708284,21.423819,0.53543305,20.801239,0.6121857,20.853598,0.53738683,6
iDR3.SPLUS-s27s36.043707,57.79466873796592,-34.57788411549306,0.34766302,0.41570818,1.7114735,"[1.2764331,2.9060893,5.0605435,6.0990667]",0.0,0.0,8.225928,18.378845,1.0165111,22.131674,1.0020869,99.0,20.935532,99.0,20.459126,99.0,20.092134,20.996527,0.85703003,21.616373,0.60926586,21.05089,0.7268311,21.877048,0.62264585,21.586067,21.875956,21.015034,0.3100777,21.281818,0.42804945,22.09553,1.8302544,21.118599,0.6237458,6
iDR3.SPLUS-s27s36.043709,56.6483634542721,-34.57134712228266,0.06859633,0.5243506,2.1023889,"[2.9219038,6.3449326,7.441007,7.441007]",5.086261,3.0,9.57691,17.964071,1.2401679,22.400427,1.4983127,20.56572,0.4418037,21.093218,1.1018133,99.0,20.092134,21.5109,1.7814791,20.653923,0.3262749,21.267466,1.1489148,20.847809,0.30589992,21.504045,20.80014,22.159582,1.1202381,23.438501,4.0085664,99.0,20.604609,18.713863,0.08750615,6
iDR3.SPLUS-s27s36.043720,58.18267510325104,-34.57113803989751,0.39578572,0.41645044,1.7136505,"[1.6470208,3.4339058,5.0718694,6.3393636]",0.0,1.0,8.696733,18.121708,1.2964295,23.171755,3.3242667,22.849588,3.9277349,20.374435,0.62163204,22.878252,6.4972415,20.812069,0.9469728,21.76225,0.91251165,99.0,20.530437,21.616467,0.63156295,22.475307,22.152988,23.826494,5.296242,20.108252,0.19058676,20.399736,0.50412416,21.452835,1.1109457,6
iDR3.SPLUS-s27s36.043733,57.40843483345164,-34.57854672003489,0.07260808,0.21775788,1.2783766,"[0.848683,1.555519,1.9687122,2.9711573]",5.7025247,3.0,6.638697,17.978186,1.0821451,99.0,21.535622,21.930002,1.2947345,22.555098,3.538413,21.724987,1.6853722,99.0,20.464106,22.311989,1.1341981,21.844606,1.4797472,21.79868,0.56843567,21.696533,21.73634,20.76738,0.24263139,21.199322,0.39029136,20.231697,0.32542732,21.251646,0.69386846,6
iDR3.SPLUS-s27s36.043756,57.997041118724006,-34.57862416082868,0.48584816,0.44101554,1.7889585,"[1.0008634,1.9592327,2.7635074,6.950878]",4.930553,2.0,7.5768657,17.714615,1.2591217,99.0,21.535622,21.571789,1.0339521,21.10621,1.0373508,99.0,20.092134,21.998156,2.3672729,22.042624,0.9921404,21.089025,0.8281757,21.675943,0.5661827,21.610874,21.300257,21.358059,0.46417427,21.353977,0.5030974,21.333683,1.0001031,20.835562,0.52941364,6
iDR3.SPLUS-s27s36.043771,57.89466171878355,-34.57897562418466,0.48098055,0.4293489,1.7523842,"[1.1609447,2.7946324,4.893848,6.3605437]",5.1891575,1.0,9.623026,18.151648,1.1547197,21.79575,0.94596326,99.0,20.935532,21.325048,1.5004729,21.622135,2.0212247,21.258066,1.4101387,22.787954,2.3176973,21.096333,0.9804451,21.342554,0.4920214,21.35585,21.723465,22.46896,1.5210398,20.541452,0.28072488,20.753315,0.69003487,21.472086,1.118522,6
iDR3.SPLUS-s27s36.043776,56.83299986263773,-34.5777667730806,0.34822267,0.36366647,1.5715029,"[1.6557922,4.2227645,6.522787,5.34588]",0.0,0.0,8.582886,18.2894,1.297754,99.0,21.535622,20.566973,0.49888706,24.197556,21.639078,21.114906,1.3526745,20.984842,1.1703386,23.32843,4.067758,21.268309,1.2251107,20.567173,0.25306538,21.115604,20.99639,21.007252,0.415927,20.154947,0.2109635,19.915071,0.3416491,20.548807,0.5114638,6
iDR3.SPLUS-s27s36.043780,56.985783562059225,-34.580374957088175,0.041761067,0.13617545,1.1576425,"[1.4886715,2.8153052,5.3432736,2.217181]",7.976421,9.0,6.6317735,17.82271,1.4350922,99.0,21.535622,20.734243,0.57996345,99.0,20.459126,21.098747,1.3154738,99.0,20.464106,24.434486,11.117667,23.767002,12.057376,21.106485,0.4121759,21.174364,20.758688,20.779951,0.3352947,20.412775,0.26460502,19.74378,0.28980455,19.440094,0.18338779,6
iDR3.SPLUS-s27s36.043797,57.681642089511215,-34.58052259880507,0.34769076,0.7761403,4.467083,"[1.1830232,1.7171824,2.0516956,2.8105364]",0.0,0.0,10.394485,18.373352,1.2606517,99.0,21.535622,20.81763,0.46776628,25.85017,73.5879,99.0,20.092134,22.191896,2.5075023,21.870243,0.75062805,21.795061,1.4044353,21.997622,0.6794403,21.642681,21.891008,23.320557,2.5169091,22.291046,1.0549797,99.0,20.604609,20.875257,0.4864101,6
